customer_id,fico_score,fico_rating,default
1994796,687,2,1
6528314,558,4,1
7336769,643,3,0
5332097,668,2,0
4735209,700,2,1
5138492,689,2,0
8321264,718,1,0
5082507,623,3,0
7855003,629,3,1
4219467,695,2,0
4894489,750,1,0
6165122,644,3,1
1304495,661,2,0
4750676,632,3,0
2380691,549,5,0
8104707,726,1,0
2440002,661,2,0
2528138,581,4,0
4483277,664,2,0
1283703,548,5,1
2930348,705,2,0
7316684,635,3,0
2603225,539,5,0
7372970,517,5,1
2779383,665,2,0
8079198,607,4,1
1285707,639,3,0
8670110,585,4,0
2465239,639,3,1
3131945,626,3,0
2293079,627,3,0
7978561,591,4,0
8885142,669,2,0
3968438,595,4,0
8716365,640,3,0
3140515,638,3,0
1703356,634,3,0
8640993,674,2,0
1944438,696,2,0
2576514,558,4,0
3660028,659,2,1
5543279,656,2,0
8305004,592,4,0
8323514,590,4,1
1185529,598,4,0
3759976,710,1,0
8383806,706,2,0
3365753,571,4,1
5866090,651,3,0
8802924,720,1,0
6526944,600,4,0
2269928,641,3,0
7672737,668,2,0
8293844,560,4,0
8745218,574,4,0
1370194,622,3,0
8686654,693,2,0
6723793,790,1,0
8709815,623,3,0
6206553,606,4,1
7691954,726,1,0
2716130,712,1,0
5520293,644,3,1
2717088,604,4,0
6776334,620,3,0
8347425,679,2,0
1443593,689,2,0
1961470,759,1,0
7247583,542,5,1
7070528,717,1,0
7416698,593,4,0
2480960,652,3,0
7493296,567,4,0
6770159,667,2,1
8973741,504,5,0
6332258,560,4,0
7454348,631,3,0
5409836,633,3,1
2315240,584,4,0
7145895,654,3,0
5645934,604,4,1
8158947,633,3,0
3028437,624,3,0
8179363,678,2,0
3537681,587,4,0
8674460,600,4,0
1598914,559,4,0
3103317,605,4,0
3865770,568,4,0
5894398,652,3,0
6151617,671,2,0
5423632,736,1,0
7079833,679,2,0
8138688,649,3,1
5533385,487,5,1
6275697,593,4,1
6430561,729,1,0
2587026,481,5,0
4690507,602,4,0
4579803,519,5,1
1853731,662,2,0
4184686,639,3,1
2064688,719,1,0
7820023,603,4,1
3667119,587,4,0
2088377,625,3,0
5959502,619,3,0
8485635,728,1,0
1223271,611,3,1
1263821,769,1,0
5644948,632,3,0
1315163,631,3,1
7691726,630,3,0
4070795,678,2,0
7714808,568,4,0
7988125,684,2,0
1047979,689,2,0
3611048,589,4,0
4038498,651,3,0
3273853,587,4,0
8883093,653,3,0
5464694,610,3,0
2879586,667,2,0
6209401,614,3,1
6482536,594,4,0
4524433,679,2,0
5751140,561,4,0
2945476,673,2,0
2558353,679,2,0
4800569,511,5,1
1734633,585,4,0
2112609,678,2,0
5368851,639,3,1
1228896,606,4,0
8059451,722,1,0
7007589,710,1,0
3416916,636,3,0
2465478,687,2,0
3387147,669,2,0
8485685,699,2,0
7489012,631,3,0
6850729,652,3,0
5252535,645,3,0
7893233,655,2,0
3507963,596,4,0
1616185,633,3,0
3927085,673,2,0
2466082,558,4,1
8671361,624,3,0
7000068,663,2,0
1651591,712,1,0
2514958,616,3,0
7941350,649,3,0
5588945,639,3,0
3769733,528,5,1
3946973,555,5,0
7416798,670,2,0
2935410,697,2,0
5124513,628,3,0
4852686,680,2,0
3863266,626,3,0
2737686,575,4,0
3913748,440,5,1
8924809,705,2,0
5057311,636,3,0
1329701,700,2,0
6678524,664,2,0
4429375,749,1,0
2957898,695,2,0
6709560,668,2,0
4154766,635,3,0
8751873,617,3,0
3920014,693,2,0
7019590,535,5,0
3799674,594,4,0
6778719,735,1,0
2583095,636,3,0
6475549,664,2,0
5728920,638,3,0
4318188,719,1,0
8520529,703,2,0
6158498,690,2,0
5805135,598,4,0
5584364,624,3,0
3427418,704,2,0
8354020,696,2,0
4922623,561,4,0
3411958,657,2,0
3497624,557,4,0
1820658,570,4,0
5572774,581,4,0
2546150,655,2,0
3409669,494,5,0
1567714,662,2,0
4502913,660,2,0
2469689,558,4,1
8928046,711,1,0
4424285,826,1,0
1931774,710,1,0
6125445,626,3,0
6294117,782,1,0
8087858,662,2,0
7280319,540,5,0
2037750,611,3,1
6417899,725,1,0
6513940,689,2,0
8996373,644,3,0
5315131,574,4,0
5886567,658,2,0
8588866,678,2,1
1404083,637,3,0
7049840,707,1,0
5979737,608,4,0
4597323,537,5,0
5039971,574,4,0
6210147,674,2,0
7315390,724,1,0
7390068,766,1,0
1412856,656,2,1
7348809,647,3,0
3120024,798,1,0
3142036,686,2,0
8189983,656,2,0
3018989,655,2,0
7352398,551,5,1
1399722,656,2,0
5514855,655,2,1
6004763,597,4,0
2393485,486,5,1
5984706,483,5,1
2532427,757,1,0
1908587,638,3,0
4937114,668,2,0
8664550,749,1,0
2931541,714,1,1
7810986,712,1,0
8271560,746,1,0
1927234,620,3,1
8240090,630,3,0
7082245,559,4,1
7649501,688,2,0
6861612,655,2,0
5094620,605,4,1
5965422,733,1,0
6883308,633,3,1
6938083,613,3,0
4975651,711,1,0
4245257,594,4,0
8064332,524,5,1
5073102,689,2,1
5364583,585,4,0
7343269,649,3,0
7963279,606,4,1
3086506,579,4,0
3119185,654,3,0
4596221,628,3,0
4438925,648,3,0
6228284,670,2,0
6630442,612,3,0
5255881,634,3,0
7264947,647,3,0
2475748,671,2,0
5788824,641,3,0
7622348,462,5,1
3829612,583,4,0
1417858,677,2,0
7020149,614,3,0
6864972,529,5,0
3525051,724,1,0
5872680,558,4,1
6952860,609,3,0
6472512,589,4,1
3593885,725,1,0
8186560,547,5,1
1592653,704,2,0
4115752,576,4,0
5488383,738,1,0
6980993,715,1,0
7553046,718,1,1
4095721,571,4,1
5781261,616,3,1
7107691,686,2,0
2614386,630,3,0
3419976,566,4,1
5457722,518,5,0
4415392,658,2,0
8500750,668,2,0
5916659,675,2,0
4353266,674,2,0
7242220,622,3,1
5225928,630,3,1
1087468,643,3,0
1258856,719,1,0
6131248,643,3,0
3396578,673,2,0
4421374,656,2,0
6930763,615,3,0
7643532,675,2,0
1688610,563,4,1
2655716,593,4,1
3975618,592,4,1
3309326,605,4,0
6462328,646,3,0
2989226,501,5,0
4457453,695,2,1
3034782,649,3,0
6251380,583,4,0
8679345,622,3,1
4604582,677,2,0
4838299,686,2,0
5487483,657,2,0
4828279,662,2,0
2772884,485,5,1
6709968,608,4,0
3951334,709,1,0
3584871,506,5,1
6029406,654,3,0
7305523,644,3,0
6154406,545,5,0
5981443,539,5,0
3357227,519,5,1
6180356,730,1,0
6220597,590,4,0
3317940,566,4,1
7105733,672,2,0
2102630,684,2,0
5143492,593,4,1
6515015,624,3,1
8065615,642,3,0
4219954,461,5,1
1458516,576,4,1
3657269,711,1,0
2086705,658,2,0
2166072,604,4,0
3207446,593,4,0
3816784,607,4,1
4089908,637,3,0
3181404,673,2,1
1606995,550,5,1
7766631,638,3,1
4071929,626,3,0
6709509,629,3,0
4892989,646,3,1
1610410,628,3,0
4395162,614,3,0
6018696,664,2,0
4661309,554,5,0
7961598,693,2,0
3500684,625,3,0
5798861,694,2,0
3934581,631,3,0
7841482,669,2,0
7546945,620,3,0
7400126,613,3,0
4695038,659,2,0
5723791,635,3,0
5779794,668,2,0
4296039,556,4,0
7552205,755,1,0
6271320,716,1,0
2047689,632,3,0
2609642,674,2,0
4604953,650,3,1
4916953,538,5,0
8428794,579,4,1
3363919,582,4,1
6963636,630,3,0
7202428,576,4,1
4350561,678,2,0
1158472,575,4,1
8697809,599,4,1
4296400,599,4,0
4193783,688,2,0
1545169,624,3,0
4335205,621,3,0
7307413,711,1,0
8845246,690,2,0
5802906,675,2,1
2005665,581,4,0
3680589,544,5,0
1439177,654,3,0
8832244,651,3,0
5051380,665,2,0
1647920,569,4,0
4634281,565,4,0
3769551,580,4,0
5756895,629,3,0
8628420,615,3,0
7276984,697,2,0
6083191,670,2,0
8493019,645,3,0
3770679,580,4,0
4887815,546,5,1
1371545,680,2,0
4499826,661,2,0
1020061,640,3,0
5559420,667,2,0
7285079,570,4,1
1720868,656,2,0
1028654,627,3,0
3519537,576,4,0
2604885,616,3,1
7069791,588,4,0
5396575,595,4,1
1707239,649,3,1
7292144,646,3,1
8968716,656,2,0
6862671,631,3,0
2357211,617,3,0
5769593,612,3,0
8407095,690,2,0
6576862,669,2,0
3540593,681,2,0
4606065,612,3,0
6549782,579,4,1
3404725,582,4,0
8603710,702,2,0
3859568,658,2,0
5004847,659,2,0
6277991,565,4,0
4331213,776,1,0
4666013,634,3,0
5871585,736,1,0
5413066,629,3,0
1511188,618,3,1
7052147,671,2,0
1256952,598,4,1
2197571,590,4,0
7288129,678,2,0
8436455,764,1,0
1362452,693,2,0
2827060,707,1,0
2855487,590,4,0
1980426,579,4,1
8821049,611,3,0
3157123,711,1,0
5512849,643,3,0
6061327,621,3,0
2284516,693,2,0
7281206,531,5,1
6295568,563,4,1
8917529,494,5,0
5417845,631,3,0
7733921,596,4,1
8178183,536,5,0
5391709,715,1,0
5561012,635,3,0
4516394,702,2,0
3584588,666,2,1
1768647,659,2,0
3671605,460,5,0
2371099,534,5,0
6513386,638,3,1
2045672,643,3,0
5399579,532,5,0
2255878,669,2,0
8580183,737,1,0
3947257,618,3,0
2995439,585,4,0
5971264,659,2,0
7579309,741,1,0
1947543,614,3,0
2768509,596,4,0
4547037,550,5,1
8035625,748,1,0
2277905,658,2,1
6883541,604,4,0
2151633,596,4,0
4244867,582,4,0
8314970,678,2,0
5547591,721,1,0
2701532,564,4,0
8769267,444,5,0
8779635,644,3,0
5756030,687,2,0
8616155,659,2,0
3054807,734,1,0
5994878,697,2,0
1795927,688,2,0
1363623,688,2,0
5247354,669,2,0
4696756,733,1,0
6533461,618,3,0
7888346,573,4,1
1325048,636,3,0
6690440,667,2,0
7820525,600,4,0
3747842,583,4,0
1158752,685,2,0
1293825,685,2,0
2114595,620,3,0
3992118,798,1,0
2998109,601,4,0
4513114,626,3,0
1387769,583,4,0
5200380,613,3,0
6711687,692,2,0
8953081,697,2,0
4428241,649,3,0
3432703,640,3,0
4530584,671,2,0
1553602,533,5,1
6339447,710,1,0
6549361,633,3,0
5708050,525,5,0
1011637,744,1,0
3158300,703,2,0
2894675,520,5,1
1593263,526,5,1
4994031,637,3,1
4917015,724,1,0
3645784,594,4,0
7368622,711,1,0
8872311,702,2,0
6475338,583,4,0
3828435,614,3,0
8548746,689,2,0
7403804,632,3,1
1540288,534,5,1
6594148,527,5,0
4626798,639,3,0
1112744,693,2,0
1237229,664,2,0
3876341,694,2,0
5376255,623,3,0
6716168,684,2,0
1979964,766,1,0
1906042,787,1,0
3395179,594,4,1
1452287,619,3,0
7779970,673,2,0
5161449,675,2,0
7293223,524,5,1
8767864,720,1,0
5363682,587,4,0
5816386,643,3,0
4226325,572,4,0
7377840,682,2,0
3307631,713,1,0
2382376,682,2,0
6066730,801,1,0
5387191,623,3,1
5460849,680,2,0
8243602,560,4,0
3020169,735,1,0
8761571,697,2,0
4015637,624,3,0
4772900,690,2,0
8602547,625,3,1
7863274,626,3,0
2586208,648,3,0
3253870,518,5,1
3832882,671,2,0
7922356,639,3,0
7156180,553,5,1
7391158,527,5,1
3097093,656,2,1
8490683,557,4,1
7809785,668,2,0
5769396,679,2,0
2860204,632,3,0
1815900,600,4,0
3955963,579,4,0
1026260,594,4,0
5801109,667,2,0
8104269,586,4,1
8259740,658,2,0
8853921,605,4,0
3575305,449,5,1
4197931,595,4,0
7028158,616,3,1
4690993,494,5,1
4949319,625,3,0
5977447,644,3,0
6053019,558,4,1
6862544,658,2,0
8961685,542,5,0
5393992,634,3,0
2220341,613,3,0
4868301,537,5,0
7948114,611,3,0
5973959,697,2,0
7879698,628,3,0
8533572,682,2,0
2196702,743,1,0
1730779,658,2,0
4190822,587,4,0
1595432,635,3,0
5515323,688,2,0
3834423,676,2,0
6993441,661,2,0
1341468,651,3,0
1440960,668,2,0
5693718,685,2,0
6861510,718,1,0
2199041,713,1,0
7371387,564,4,1
7224105,695,2,0
4513011,554,5,0
7639867,670,2,0
2974980,683,2,0
6597386,649,3,1
8736120,547,5,0
8827558,633,3,1
3907490,633,3,0
2349962,599,4,0
5987418,714,1,0
3121727,600,4,0
4440192,709,1,0
2041870,540,5,1
6752397,589,4,0
5165627,568,4,1
4951317,697,2,0
4568515,589,4,0
1658565,750,1,0
4034388,651,3,0
5811347,720,1,0
3119082,678,2,0
1438730,647,3,1
5654996,674,2,0
6261846,585,4,0
4191913,680,2,0
7161902,698,2,0
6494317,755,1,0
2889572,708,1,0
3459671,589,4,1
1407092,591,4,1
1374120,577,4,0
8254325,663,2,0
3243923,594,4,0
2330260,717,1,1
4374080,616,3,1
2571526,546,5,1
8549208,618,3,0
3284994,663,2,1
4299900,578,4,1
4750132,584,4,1
1960234,704,2,0
1218507,746,1,0
3544936,607,4,1
7134136,603,4,0
5343398,629,3,0
4708668,737,1,0
8826510,620,3,0
1061612,643,3,0
1249122,550,5,0
6228937,695,2,0
4798547,682,2,0
3605068,503,5,0
7658965,580,4,1
4794468,714,1,0
6572196,639,3,0
4288047,662,2,0
5097771,680,2,0
2459178,620,3,0
7871276,684,2,0
6624854,669,2,0
6763019,665,2,0
5265988,739,1,0
7753495,659,2,0
2630578,605,4,0
8817517,637,3,0
1796381,690,2,0
4480238,641,3,0
4407963,761,1,0
8183316,639,3,0
2690869,623,3,0
6595443,622,3,0
3539653,672,2,0
4525710,554,5,0
5111576,660,2,0
4656102,622,3,0
7820512,651,3,0
7181852,810,1,0
2821972,624,3,0
8631478,686,2,0
2610586,695,2,0
5542505,610,3,1
6391182,655,2,0
6339806,571,4,0
3942032,685,2,0
1845246,538,5,1
3527501,557,4,0
7061020,773,1,0
6785127,575,4,1
1198308,574,4,0
8123232,717,1,0
3438474,634,3,0
1026773,669,2,0
1750693,711,1,0
3264131,651,3,0
6896036,681,2,0
8502290,638,3,1
8457591,557,4,1
8660836,563,4,0
1294229,529,5,0
7264776,408,5,0
1819848,689,2,0
6643669,694,2,0
6635031,689,2,0
2332067,658,2,0
3706203,683,2,0
3180733,623,3,0
5894791,625,3,0
8618306,605,4,0
7411504,651,3,0
8595048,547,5,0
4709666,693,2,1
2245926,604,4,0
2887035,696,2,0
5730029,674,2,1
2640906,703,2,0
3239793,693,2,0
6682975,610,3,1
4686171,713,1,0
2306132,644,3,0
4752134,678,2,0
8032983,553,5,1
7085860,674,2,0
5781297,653,3,0
5010492,685,2,1
5028898,584,4,0
6037022,644,3,0
5363478,640,3,0
1175394,644,3,0
7001817,641,3,0
6825813,749,1,0
6366263,793,1,0
2326637,587,4,0
1045638,571,4,1
7421497,748,1,0
8115503,694,2,0
2582694,656,2,1
6694480,541,5,1
6090232,661,2,0
1052048,619,3,0
7945788,708,1,0
6869178,701,2,1
3708439,625,3,0
1326617,644,3,0
8477638,694,2,0
4927941,618,3,0
1998635,641,3,1
7079625,655,2,0
5618449,652,3,0
5533610,700,2,0
4952283,726,1,1
2900752,597,4,0
3861539,686,2,0
8606199,662,2,0
3668667,635,3,0
2096968,742,1,0
4803859,725,1,0
2708603,697,2,0
1463142,650,3,0
2471792,675,2,0
1724434,463,5,1
4385683,649,3,0
3125934,703,2,0
6257853,639,3,0
2006889,675,2,0
5359077,615,3,0
5025641,699,2,0
1436398,611,3,0
8990978,620,3,0
7341284,536,5,0
6883830,668,2,0
6608283,643,3,0
8410390,501,5,0
8948931,630,3,0
4662381,595,4,1
1238120,712,1,0
4245727,554,5,0
8074217,723,1,0
1186457,622,3,0
3482373,713,1,0
8386172,634,3,0
5501375,620,3,0
6723506,622,3,1
3096188,663,2,0
4497737,597,4,1
4079068,544,5,1
6382599,609,3,0
8295347,595,4,0
8292190,697,2,0
5256765,638,3,0
5977314,622,3,0
7097488,732,1,0
1763772,637,3,1
2192808,711,1,0
1638890,590,4,0
5749596,584,4,0
2629611,683,2,0
2051057,587,4,0
7247970,698,2,0
1354916,717,1,0
4869013,712,1,0
8052404,577,4,0
6441468,646,3,0
1758793,617,3,0
3131873,791,1,0
6130166,626,3,0
4703632,749,1,0
2754599,679,2,0
6885536,590,4,0
8652414,689,2,0
8147812,581,4,1
2009971,610,3,0
4937997,654,3,0
8965480,620,3,1
8592009,548,5,0
5052854,594,4,0
2059373,731,1,0
2135256,747,1,1
1192025,592,4,1
7849429,643,3,0
8660570,657,2,0
5759180,658,2,0
1502843,667,2,0
7466892,716,1,0
7964220,632,3,0
5250002,606,4,0
2539014,578,4,0
7352454,758,1,0
5505621,653,3,0
1846093,622,3,0
3189669,691,2,0
7840923,583,4,0
8447957,518,5,1
1254674,525,5,0
8533010,713,1,0
5355296,535,5,1
2899955,615,3,0
1039905,589,4,0
4355986,613,3,1
3449113,530,5,0
7296373,674,2,0
6789302,667,2,0
1352601,587,4,0
5600344,763,1,0
7272097,607,4,0
4556671,621,3,0
4144840,610,3,0
6159160,560,4,0
1199684,629,3,0
5252000,705,2,0
7761850,687,2,0
4364584,687,2,0
1247439,575,4,0
6175571,623,3,0
8884870,743,1,0
8987032,604,4,1
3296154,565,4,0
6124508,634,3,0
6012774,650,3,0
2085817,707,1,0
2347449,686,2,0
4857196,597,4,0
7752811,596,4,1
5382394,679,2,1
1855303,611,3,0
6767620,687,2,0
7502686,714,1,0
1680155,503,5,0
8920080,700,2,0
1104109,557,4,0
5771923,610,3,0
7750917,700,2,0
1008145,632,3,0
7914086,697,2,0
5565993,645,3,0
7073553,584,4,1
7612560,607,4,0
8471315,618,3,0
3623688,666,2,0
3643046,732,1,0
7268331,630,3,0
4825207,621,3,0
2174222,698,2,0
5398620,572,4,1
3338235,641,3,0
5003107,542,5,0
4298480,647,3,0
8290814,670,2,0
7390607,503,5,0
7813143,711,1,0
7793061,782,1,0
6347874,672,2,0
1653529,586,4,0
7205446,599,4,1
3068766,552,5,1
1402134,515,5,1
8080611,574,4,0
3451009,625,3,1
1551089,769,1,0
8133772,741,1,0
2069625,632,3,0
2223838,669,2,0
7976497,649,3,0
1541790,698,2,0
2913882,724,1,0
8927279,674,2,0
1905235,601,4,0
3327814,659,2,0
8453336,571,4,0
6086282,626,3,0
8932178,784,1,0
6340718,634,3,0
6630964,577,4,0
2581858,716,1,0
2101762,659,2,0
5995310,657,2,0
2848063,520,5,1
6705531,650,3,0
6167360,746,1,0
4944430,691,2,0
8334409,728,1,0
7501861,689,2,0
7561758,558,4,1
4382643,674,2,0
7164494,660,2,0
2946327,581,4,0
2888674,665,2,0
4669589,659,2,0
7794555,525,5,0
4230138,602,4,1
1935456,606,4,0
6277246,699,2,0
5946276,596,4,0
7734665,497,5,1
4067700,687,2,0
3169671,727,1,0
1548164,669,2,0
5664307,610,3,0
4071589,576,4,0
8405997,743,1,0
7952360,537,5,0
2913598,652,3,0
5806649,635,3,1
6086863,573,4,0
3521910,746,1,0
4975596,730,1,0
7924887,584,4,1
1570037,653,3,0
8827624,594,4,1
5382252,668,2,0
3623330,665,2,0
4502248,656,2,0
3217780,685,2,0
7619767,634,3,1
3822202,512,5,0
8003728,670,2,0
7551328,642,3,0
4863783,671,2,0
5047739,678,2,0
8610288,664,2,0
7773641,650,3,0
2785347,615,3,0
3971952,645,3,0
1145722,644,3,0
4989213,591,4,0
2366666,617,3,0
4227819,506,5,1
2893213,640,3,0
3898789,734,1,0
7469013,691,2,0
3632477,699,2,0
4219099,578,4,0
6892958,667,2,0
8668550,826,1,0
6635732,693,2,0
5426273,596,4,1
4960968,713,1,0
3861860,690,2,0
6221321,563,4,0
7505000,600,4,0
1221382,693,2,0
6747436,627,3,0
7420970,594,4,0
7838820,613,3,1
2443238,698,2,1
3763341,668,2,0
6803981,666,2,0
7242465,735,1,0
6300836,722,1,0
1358683,624,3,0
5442895,733,1,0
6324641,677,2,0
8726073,702,2,0
3240520,622,3,0
2744946,636,3,0
7057508,652,3,0
5562138,737,1,0
2738116,623,3,0
4254020,598,4,0
6231009,653,3,1
8357061,566,4,0
1450247,619,3,0
3749924,731,1,0
1056454,647,3,0
6455990,636,3,0
8378564,587,4,0
6865674,593,4,1
1001059,684,2,0
1509555,593,4,0
5915713,675,2,0
7638864,642,3,0
8162001,597,4,0
8072617,661,2,1
1601609,693,2,0
6536254,608,4,0
7548945,549,5,1
1838109,791,1,0
4419787,608,4,0
3487499,626,3,1
1047437,620,3,0
4336776,661,2,0
8604486,680,2,0
3876157,628,3,0
5713436,668,2,0
6134135,629,3,0
6521000,656,2,0
7820923,631,3,0
5451380,651,3,0
7778813,552,5,0
8967121,701,2,0
5426754,684,2,0
3222319,616,3,0
4904933,700,2,0
5259489,690,2,1
6769163,633,3,0
3647821,666,2,0
6130948,559,4,1
5406406,630,3,0
5536766,537,5,0
2331393,700,2,0
2579068,699,2,0
3645629,597,4,1
4898185,627,3,0
4726842,597,4,0
7740109,668,2,1
2212980,667,2,0
6290747,626,3,0
7830976,687,2,0
6853077,755,1,0
3432373,589,4,0
8030352,706,2,0
5930590,634,3,1
7317998,565,4,0
5897045,492,5,1
7994039,636,3,0
5605235,616,3,1
1052192,658,2,1
8943207,722,1,0
6712264,679,2,0
3443303,584,4,0
3436194,609,3,0
3139232,742,1,0
1250602,584,4,1
4545556,606,4,0
5466207,658,2,0
5170217,690,2,0
1504299,649,3,0
7894013,650,3,0
2088887,615,3,1
5366523,620,3,0
5393292,622,3,1
3451952,651,3,1
6164422,622,3,0
1555905,632,3,0
6640520,615,3,0
1325537,494,5,1
8586659,589,4,1
5516505,647,3,1
2868015,685,2,0
1981425,614,3,1
4846989,662,2,0
4402294,539,5,0
5556541,589,4,0
2550732,626,3,0
1716184,629,3,0
7030220,522,5,0
1137519,684,2,0
6290715,675,2,0
2796500,635,3,0
5440309,628,3,1
8429153,598,4,0
4096418,610,3,1
2851148,630,3,0
5140585,561,4,0
8552398,651,3,0
8686940,713,1,0
1945630,691,2,0
8453672,671,2,0
4751584,538,5,1
7654997,609,3,0
3292947,609,3,0
1579460,662,2,0
1907107,700,2,0
6251795,608,4,0
8627023,687,2,0
5261930,722,1,0
6807758,517,5,1
7064816,638,3,0
2973250,551,5,0
8693138,727,1,0
8570730,638,3,0
8192521,743,1,0
8807140,674,2,0
2981765,611,3,0
1454384,638,3,1
3676950,680,2,0
8439922,647,3,0
8565164,592,4,0
6153585,595,4,1
2661344,665,2,0
1357554,635,3,0
6522091,722,1,0
6762170,713,1,0
3331844,594,4,0
5041525,671,2,0
5365124,639,3,1
4117585,608,4,0
6002404,600,4,0
2254888,565,4,0
5518640,701,2,0
5403829,654,3,0
2566696,507,5,0
6362857,662,2,0
2482833,555,5,0
5294135,561,4,1
6636939,563,4,0
3325845,626,3,0
7526118,580,4,0
8790295,557,4,1
3846787,573,4,0
1203488,628,3,0
7600372,585,4,0
3982845,668,2,0
4535359,664,2,0
7417868,653,3,0
2291378,565,4,1
2906932,662,2,0
4467116,618,3,0
3400659,614,3,1
4824418,579,4,1
1928991,613,3,0
3897852,555,5,0
7822736,706,2,0
2344535,740,1,0
5148103,608,4,0
8334607,677,2,0
5215891,640,3,0
2086096,561,4,0
3737765,583,4,0
6549053,516,5,0
6973483,767,1,0
2677921,566,4,0
5912632,621,3,0
8912577,737,1,0
7577291,622,3,0
8487426,576,4,0
6470633,659,2,1
2106377,517,5,1
4451126,638,3,0
8160937,598,4,0
1412980,579,4,1
4319695,544,5,0
6204456,664,2,1
8975947,621,3,0
2705144,670,2,0
4044993,648,3,0
3641478,700,2,0
1071579,788,1,1
2750958,576,4,0
4600077,603,4,0
5593005,699,2,0
4406009,692,2,0
8862724,536,5,0
6989501,636,3,0
1931860,634,3,0
3082840,709,1,1
6857644,563,4,1
8461284,650,3,0
6763383,656,2,0
1666246,574,4,1
2094150,642,3,0
1269009,547,5,0
3320662,669,2,0
1350047,612,3,1
6303004,580,4,1
8428719,544,5,0
8421633,654,3,0
5278170,637,3,0
4935334,693,2,1
2064276,640,3,0
4158282,653,3,0
1279403,572,4,0
2262944,601,4,0
3889766,674,2,0
5839869,647,3,0
6489976,683,2,0
1928488,739,1,0
5807885,653,3,0
6858904,581,4,0
1407014,584,4,0
3430825,700,2,0
4208166,650,3,0
6952424,655,2,0
4272328,582,4,0
7459086,585,4,1
4223198,669,2,0
6006692,559,4,1
3760815,561,4,0
4046597,657,2,0
5179514,563,4,0
6720968,651,3,0
4632411,710,1,0
1240967,615,3,1
3319297,663,2,0
2916660,656,2,0
1605312,675,2,0
6405024,684,2,0
5155618,701,2,1
6179562,630,3,0
1592093,652,3,0
2197879,645,3,0
5808595,630,3,0
2027127,651,3,0
7720454,589,4,0
1026777,529,5,0
6346270,600,4,0
4436580,573,4,1
1337395,438,5,1
6130496,626,3,0
3127464,752,1,0
4993902,680,2,0
6404023,708,1,0
7368948,685,2,0
2621176,499,5,1
7761691,667,2,0
6266680,720,1,0
5743959,527,5,1
5669095,665,2,0
7742371,602,4,1
4236767,705,2,0
5451889,671,2,0
1008677,650,3,0
4185335,628,3,0
4813181,645,3,0
2881107,535,5,0
2605971,638,3,0
4188269,673,2,0
1962993,712,1,0
7360289,656,2,0
4824709,612,3,1
7591616,603,4,0
7831313,612,3,0
5683846,565,4,1
1991456,620,3,0
1498771,557,4,0
8172267,671,2,0
2991791,683,2,0
1096584,850,1,0
8282546,534,5,1
4623118,635,3,0
8712609,644,3,0
3824176,779,1,0
5296236,683,2,0
8157022,632,3,0
4213817,597,4,0
3299089,689,2,0
5863388,671,2,0
5232755,630,3,1
4331518,631,3,1
2268643,643,3,0
2475442,704,2,0
2707544,627,3,0
6135719,631,3,1
1799938,719,1,0
5046778,649,3,0
1371299,633,3,0
4416682,506,5,1
8499349,663,2,0
4076600,594,4,0
5280872,652,3,0
2993693,718,1,0
6308203,594,4,1
6892218,648,3,0
6853894,730,1,0
7036747,766,1,0
6166516,592,4,0
7724981,580,4,0
6365044,688,2,0
8735408,722,1,0
2731467,602,4,0
3750794,628,3,0
7745146,712,1,0
7065956,595,4,0
7556655,694,2,0
5702918,591,4,1
3392817,656,2,0
2713505,561,4,0
3174925,728,1,0
7569431,688,2,0
5991854,650,3,0
8412114,617,3,0
5870426,647,3,0
4841078,581,4,0
4525864,746,1,0
7652194,690,2,0
5165327,577,4,0
1920476,578,4,0
7835713,706,2,0
1572963,686,2,1
4013424,688,2,0
4020075,695,2,0
6900662,683,2,0
1114037,637,3,0
4764480,606,4,1
4943570,676,2,0
7261260,693,2,0
1287863,681,2,0
3330704,730,1,0
1864387,645,3,0
7901646,598,4,0
5914675,611,3,1
3149102,712,1,0
3782056,579,4,1
3319486,642,3,0
6004109,637,3,0
6519631,690,2,0
3184447,643,3,0
1427083,673,2,0
4976914,567,4,0
2187273,641,3,0
2456042,586,4,0
7424428,685,2,0
4113946,559,4,0
3332589,660,2,0
4101736,723,1,0
1932456,621,3,0
6324368,609,3,0
3568476,650,3,1
4146423,670,2,1
1654953,756,1,0
5356321,580,4,0
4547489,606,4,0
2090995,654,3,0
8473246,726,1,0
8284408,636,3,0
4495137,610,3,0
1490068,568,4,0
1994799,724,1,0
5502768,626,3,1
4554149,690,2,0
2878502,568,4,0
2992609,639,3,0
4250150,618,3,0
7241638,592,4,0
3201686,627,3,0
6357804,666,2,0
1850658,621,3,0
6336980,645,3,0
6432099,797,1,0
6621645,559,4,1
3511417,632,3,0
2687010,587,4,0
1049550,671,2,1
6028718,699,2,0
4956779,647,3,1
2483388,736,1,0
1530432,656,2,0
3212644,654,3,0
5582167,587,4,0
1501372,783,1,0
5863546,621,3,0
8941120,574,4,0
1269279,739,1,0
6379071,659,2,0
7618083,631,3,1
1200576,629,3,1
4526682,700,2,1
6059626,517,5,0
8831772,658,2,0
6047923,592,4,1
5869277,688,2,0
7250890,557,4,0
5848904,731,1,0
2445827,573,4,0
2083850,626,3,0
6848955,539,5,0
1999967,620,3,0
3535937,714,1,0
8550661,618,3,1
6377576,609,3,0
5274225,710,1,0
4241979,617,3,0
